name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Dusktoe,Ironscale Boots,15978.8,24689,9340,1138,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3195.7599999999998
Ezomyte Peak,Iron Hat,15917.25,24747,9427,1221,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3183.45
Kingsguard,Conquest Chainmail,13901.3,20740,8598,1098,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2780.2599999999998
Jaws of Agony,Supreme Spiked Shield,9142.8,14886,7526,952,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1828.56
Matua Tupuna,Tarnished Spirit Shield,12922.8,20819,8897,1138,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2584.56
The Deep One's Hide,Studded Round Shield,12043.75,18814,7847,1013,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2408.75
The Peregrine,Visored Sallet,7889.2,8726,8368,270,"{'Standard', 'Hardcore'}",3944.6
The Coming Calamity,Destroyer Regalia,8938.9,14714,6791,1006,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1787.78
Wraithlord,Bone Circlet,10499.9,14090,9441,665,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2624.975
Ghostwrithe,Silken Vest,12137.85,22691,11556,1298,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2427.57
Dawnstrider,Vaal Greaves,6007.25,12068,8467,989,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1201.45
Briskwrap,Strapped Leather,8173.0,9042,7826,294,"{'Standard', 'Hardcore'}",4086.5
Cherrubim's Maleficence,Triumphant Lamellar,14878.900000000001,25122,13578,1357,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2975.78
Deerstalker,Deerskin Boots,17500.05,26523,11169,1168,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3500.0099999999998
Kaltenhalt,Painted Buckler,15049.800000000001,23191,9374,1124,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3009.96
Triad Grip,Mesh Gloves,14635.4,25187,12560,1231,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2927.08
Sundance,Clasped Boots,15156.350000000002,24807,10926,1218,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3031.2700000000004
The Red Trail,Titan Greaves,1716.5,2313,1527,119,"{'Standard', 'Settlers', 'Hardcore'}",572.1666666666666
Perfidy,Glorious Plate,4689.1,8237,5004,678,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1172.275
Forbidden Shako,Great Crown,23434.9,45668,35303,865,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",5858.725
Wyrmsign,Wyrmscale Gauntlets,12466.949999999999,20083,9201,1060,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2493.39
Black Sun Crest,Lacquered Helmet,27548.1,47329,27065,1229,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",5509.62
Sadima's Touch,Wool Gloves,18429.1,25815,13275,1166,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3685.8199999999997
The Eternal Apple,Chiming Spirit Shield,10684.2,18426,9888,1076,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2136.84
Torchoak Step,Antique Greaves,13901.35,23947,12400,1205,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2780.27
Willclash,Golden Mask,9341.849999999999,16928,8762,1185,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1868.3699999999997
Saemus' Gift,Feathered Arrow Quiver,8288.65,15900,9663,935,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1657.73
Goldrim,Leather Cap,24896.7,39546,18240,1276,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4979.34
Foxshade,Wild Leather,15263.95,23314,8755,1229,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3052.79
Nomic's Storm,Strapped Boots,17811.75,27671,10785,1177,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3562.35
Eye of Malice,Callous Mask,9666.8,16650,9039,1152,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1933.36
Blackgleam,Blazing Arrow Quiver,6679.1,12746,7935,827,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1335.8200000000002
Doedre's Tenure,Velvet Gloves,18875.0,28986,11472,1253,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3775.0
The Baron,Close Helmet,15694.8,24373,9896,1199,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3138.96
Flesh and Spirit,Ironscale Gauntlets,8877.05,15463,7717,1040,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1775.4099999999999
Shadows and Dust,Clasped Mitts,10957.75,19199,9768,1159,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2191.55
Stormseeker,Ambush Mitts,10247.7,21200,15828,1156,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2049.54
Alpha's Howl,Sinner Tricorne,15140.1,19838,13759,998,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3028.02
Bronn's Lithe,Cutthroat's Garb,16343.2,24873,9303,1380,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3268.6400000000003
Empire's Grasp,Goliath Gauntlets,12381.150000000001,23153,15020,1162,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2476.2300000000005
Gang's Momentum,Legion Boots,15744.25,26551,14205,1210,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3148.85
Goldwyrm,Nubuck Boots,21336.45,31675,14098,1295,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4267.29
Maligaro's Lens,Compound Spiked Shield,10544.3,17430,8542,1017,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2108.8599999999997
Mind of the Council,Harlequin Mask,6575.200000000001,11177,6203,1015,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1315.0400000000002
Rat's Nest,Ursine Pelt,23415.4,34499,17397,1204,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4683.08
Repentance,Crusader Gloves,6116.75,9441,4341,793,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1223.35
Veruso's Battering Rams,Titan Gauntlets,12904.6,20679,9951,1181,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2580.92
The Embalmer,Carnal Mitts,19026.15,32978,18415,1232,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3805.2300000000005
Malachai's Mark,Murder Mitts,4267.3,6470,3317,344,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1066.825
Iron Heart,Crusader Plate,2179.9,2418,2126,109,"{'Standard', 'Hardcore'}",1089.95
Tombfist,Steelscale Gauntlets,11744.2,18260,7449,1295,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2936.05
Machina Mitts,Murder Mitts,2844.55,5197,3528,608,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",568.9100000000001
Mercenary's Lot,Slink Gloves,6686.35,12870,9659,848,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1337.27
Kiloava's Bluster,Ironwood Buckler,5694.400000000001,11695,8309,874,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1138.88
Crest of Perandus,Pine Buckler,12172.25,19094,8038,1115,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2434.45
Font of Thunder,Mirrored Spiked Shield,1073.9,1930,1300,204,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",268.475
Bramblejack,Plate Vest,10961.05,16567,6813,1051,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2192.21
Wake of Destruction,Mesh Boots,18706.4,29786,12239,1210,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3741.28
Zahndethus' Cassock,Sage's Robe,18455.600000000002,31086,16676,1291,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3691.1200000000003
Ahn's Heritage,Colossal Tower Shield,8769.900000000001,14837,8234,1011,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1753.9800000000002
Facebreaker,Strapped Mitts,22788.0,33188,15735,1253,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4557.6
Geofri's Crest,Great Crown,21674.9,34811,17124,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4334.9800000000005
Lightbane Raiment,Ornate Ringmail,12839.3,19341,8099,1073,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2567.8599999999997
The Three Dragons,Golden Mask,16402.55,25126,10211,1166,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3280.5099999999998
Victario's Charity,Laminated Kite Shield,13337.0,21766,10284,1127,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2667.4
Victario's Flight,Goathide Boots,18141.5,29300,13782,1227,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3628.3
Stormcharger,Plated Greaves,19487.15,32627,16829,1231,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3897.4300000000003
Ralakesh's Impatience,Riveted Boots,8345.5,11728,7105,873,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2086.375
Blasphemer's Grasp,Assassin's Mitts,6938.549999999999,11106,5944,868,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1387.7099999999998
Shackles of the Wretched,Chain Gloves,10259.4,16508,7515,1030,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2051.88
Three-step Assault,Shagreen Boots,16807.95,25865,11287,1191,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3361.59
Deidbell,Gilded Sallet,9077.3,11411,8412,791,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1815.4599999999998
Solaris Lorica,Copper Plate,12375.5,19485,7995,1153,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2475.1
Wheel of the Stormsail,Rotted Round Shield,10600.6,17346,8161,1036,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2120.12
Lightpoacher,Great Crown,14444.0,19529,7994,1253,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",3611.0
Asphyxia's Wrath,Feathered Arrow Quiver,7611.3,14461,8745,974,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1522.26
Devoto's Devotion,Nightmare Bascinet,42782.6,56253,39094,1216,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",8556.52
Bones of Ullr,Silk Slippers,18999.7,28741,12433,1200,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3799.94
Brinerot Whalers,Trapper Boots,4848.75,6682,3818,632,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",969.75
Craghead,Serrated Arrow Quiver,12596.55,19261,7858,982,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2519.31
Fairgraves' Tricorne,Tricorne,10412.850000000002,13548,8858,915,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2082.5700000000006
Kitava's Thirst,Zealot Helmet,15973.95,30514,20092,1243,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3194.79
Lochtonial Caress,Iron Gauntlets,16607.5,25916,9283,1250,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3321.5
Malachai's Simula,Iron Mask,10390.4,15670,6565,850,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2078.08
Rearguard,Broadhead Arrow Quiver,2100.6,2325,2170,81,"{'Standard', 'Hardcore'}",1050.3
Seven-League Step,Rawhide Boots,7683.25,12670,7412,797,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1536.65
Soul Strike,Spike-Point Arrow Quiver,7844.6500000000015,12912,6508,905,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1568.9300000000003
Springleaf,Plank Kite Shield,14332.65,22280,8695,1121,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2866.5299999999997
Thousand Ribbons,Simple Robe,11943.750000000002,17434,8316,1136,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2388.7500000000005
Wondertrap,Velvet Slippers,16446.75,25173,9966,1181,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3289.35
Abberath's Hooves,Goathide Boots,2481.8,3926,1989,407,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",620.45
Giantsbane,Bronze Gauntlets,15034.850000000002,23791,10108,1186,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3006.9700000000003
Invictus Solaris,Archon Kite Shield,3894.2000000000003,6233,3101,676,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",778.84
Inpulsa's Broken Heart,Sadist Garb,12030.050000000003,17505,6281,1021,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2406.0100000000007
Doedre's Skin,Widowsilk Robe,3306.8500000000004,5182,2388,505,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",661.3700000000001
Farrul's Bite,Harlequin Mask,2399.6,3435,1972,249,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",599.9
Farrul's Chase,Slink Boots,1980.3000000000002,2943,1533,220,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",495.07500000000005
Farrul's Pounce,Hydrascale Gauntlets,1848.2000000000003,2942,1581,219,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",462.05000000000007
Offering to the Serpent,Legion Gloves,19149.6,38423,30733,1024,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",4787.4
Mistwall,Lacquered Buckler,4095.35,7175,4340,785,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",819.0699999999999
Painseeker,Shagreen Gloves,9322.2,17469,11367,1043,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1864.44
Assailum,Sinner Tricorne,5539.700000000001,9438,5736,823,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1384.9250000000002
Plume of Pursuit,Bone Circlet,2660.1000000000004,5072,3737,461,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",665.0250000000001
Abhorrent Interrogation,Ambush Mitts,1271.9,2325,1637,197,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",317.975
The Infinite Pursuit,Titan Greaves,1559.5,3236,2670,250,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",389.875
Esh's Mirror,Vaal Spirit Shield,2090.4,4442,3797,289,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",522.6
Null's Inclination,Ranger Bow,4797.0,7407,3389,704,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",959.4
Voltaxic Rift,Spine Bow,4655.799999999999,5807,3290,411,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1163.9499999999998
Debeon's Dirge,Despot Axe,9521.4,15231,6736,982,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1904.28
Void Battery,Prophecy Wand,11970.1,19830,11705,892,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2992.525
Darkscorn,Assassin Bow,5558.5,7526,4261,556,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1389.625
Scaeva,Gladius,11896.400000000001,19382,9874,1055,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2379.28
Wideswing,Poleaxe,12980.9,19787,7602,1032,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2596.18
Bloodseeker,Hellion's Paw,3749.6,4437,3762,249,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",937.4
The Rippling Thoughts,Legion Sword,1502.2,1756,1554,160,"{'Standard', 'Settlers', 'Hardcore'}",500.73333333333335
Hrimnor's Hymn,Sledgehammer,12155.95,18345,7514,975,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2431.19
Cane of Kulemak,Serpentine Staff,23398.15,50514,42197,1220,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4679.63
Ephemeral Edge,Dusk Blade,11657.95,19130,11001,1078,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2331.59
Replica Harvest,Jasper Chopper,894.0,1312,535,152,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",223.5
The Searing Touch,Lathi,4758.95,6948,3029,698,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",951.79
Paradoxica,Vaal Rapier,14524.400000000001,26632,18814,933,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2904.88
Mon'tregul's Grasp,Void Sceptre,10299.9,13995,8960,952,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2059.98
Brain Rattler,Meatgrinder,3429.9500000000003,5174,2226,554,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",685.99
The Dancing Dervish,Reaver Sword,10897.45,16879,7026,1035,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2179.4900000000002
Uul-Netol's Embrace,Vaal Axe,1104.5,1418,829,78,"{'Standard', 'Settlers', 'Hardcore'}",368.1666666666667
Replica Ungil's Gauche,Boot Knife,473.0,725,358,70,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",118.25
Replica Dreamfeather,Eternal Sword,4732.9,7769,4355,1015,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",946.5799999999999
Replica Allure,Vaal Claw,559.25,912,490,118,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",111.85
Replica Oro's Sacrifice,Infernal Sword,1168.9,1781,834,179,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",292.225
Bino's Kitchen Knife,Slaughter Knife,4820.0,6009,4662,365,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1205.0
Third Piece of the Arcane,Legion Sword Piece,1697.0,2258,1570,187,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",424.25
Iron Commander,Death Bow,11196.800000000001,17692,7453,1093,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2239.36
Piscator's Vigil,Tornado Wand,4368.7,4843,4743,185,"{'Standard', 'Hardcore'}",2184.35
Pillar of the Caged God,Iron Staff,8811.45,14905,6975,982,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1762.2900000000002
Replica Twyzel,Sage Wand,981.2,1591,872,185,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",245.3
Nycta's Lantern,Crystal Sceptre,8447.45,11333,7345,790,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1689.4900000000002
Kitava's Feast,Void Axe,2579.6000000000004,4107,1871,382,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",515.9200000000001
Cospri's Malice,Jewelled Foil,9366.65,13252,7943,919,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1873.33
Replica Paradoxica,Vaal Rapier,6117.6,11133,7710,954,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1529.4
The Fulcrum,Ezomyte Staff,2438.7,4376,2453,478,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",487.73999999999995
Maata's Teaching,Karui Sceptre,1858.65,3884,3178,397,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",371.73
Dreamfeather,Eternal Sword,5929.200000000001,9407,4717,873,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1185.8400000000001
Replica Quill Rain,Short Bow,1686.6,2724,1418,248,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",421.65
Replica Frostbreath,Ornate Mace,1067.0,1674,850,216,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",213.4
The Consuming Dark,Fiend Dagger,16718.55,29900,18325,1225,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3343.71
Allure,Vaal Claw,12987.2,25035,17469,1174,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2597.44
Ashcaller,Quartz Wand,7566.8,8376,8092,200,"{'Standard', 'Hardcore'}",3783.4
Brutus' Lead Sprinkler,Ritual Sceptre,4970.900000000001,7762,3493,841,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",994.1800000000001
Lioneye's Glare,Imperial Bow,7139.200000000001,8206,5447,382,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1784.8000000000002
Oro's Sacrifice,Infernal Sword,15614.35,25537,12705,1301,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3122.87
Razor of the Seventh Sun,Midnight Blade,3531.9,5243,2709,521,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",882.975
Tremor Rod,Military Staff,5941.9,8094,3856,730,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1188.3799999999999
Tulborn,Spiraled Wand,2455.0,2722,2670,132,"{'Standard', 'Hardcore'}",1227.5
Story of the Vaal,Variscite Blade,649.2,720,682,40,"{'Standard', 'Hardcore'}",324.6
Cerberus Limb,Blood Sceptre,3970.05,6006,2979,383,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",794.01
Widowhail,Crude Bow,6423.75,11955,6857,1334,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1284.75
Nebuloch,Nightmare Mace,4032.4000000000005,6285,3209,426,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1008.1000000000001
Obliteration,Demon's Horn,9359.0,10369,10100,401,"{'Standard', 'Hardcore'}",4679.5
The Scourge,Terror Claw,5236.200000000001,7957,3900,776,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1309.0500000000002
Tidebreaker,Imperial Maul,3173.1499999999996,5294,2732,542,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",634.6299999999999
Aurumvorax,Basket Rapier,13978.1,20612,9544,1076,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2795.62
Dreadarc,Cleaver,13659.95,21721,8857,1079,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2731.9900000000002
Doon Cuebiyari,Vaal Sceptre,6012.700000000001,9563,4941,904,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",1503.1750000000002
Agnerod West,Imperial Staff,10781.7,18646,10457,1154,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2156.34
Chin Sol,Assassin Bow,14964.75,23126,9925,1354,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2992.95
Divinarius,Imperial Skean,3837.8999999999996,4657,3849,267,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",959.4749999999999
Hyaon's Fury,Legion Sword,11555.35,19541,10870,1086,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2311.07
"Jack, the Axe",Vaal Hatchet,8722.8,15478,9812,981,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1744.56
Storm Cloud,Long Bow,18685.399999999998,27583,12175,1210,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3737.0799999999995
Wings of Entropy,Sundering Axe,4342.9,4808,3990,121,"{'Standard', 'Hardcore'}",2171.45
Hand of Thought and Motion,Blinder,2881.7000000000003,3196,3143,160,"{'Standard', 'Hardcore'}",1440.8500000000001
Beltimber Blade,Eternal Sword,3789.0,6020,3083,598,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",947.25
Replica Iron Commander,Death Bow,1815.2000000000003,3157,1686,283,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",453.80000000000007
Essentia Sanguis,Vaal Claw,2588.8,3094,2652,148,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",647.2
Innsbury Edge,Elder Sword,11862.05,18113,8051,1024,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2372.41
