name,baseType,weighted_listings,total_listings,max_listings,total_count,leagues_seen,avg_weighted_listings
Added Lightning Damage Support,Added Lightning Damage Support,17597.3,25546,8055,1907,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3519.46
Minion Damage Support,Minion Damage Support,15345.400000000001,22268,5368,1971,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3069.0800000000004
Raise Zombie,Raise Zombie,15620.349999999999,22686,5479,1941,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3124.0699999999997
Vaal Grace,Vaal Grace,7461.35,11054,2180,1399,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1492.27
Ball Lightning,Ball Lightning,9958.7,15358,3815,1564,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1991.7400000000002
Despair,Despair,12865.100000000002,20005,4941,1908,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2573.0200000000004
Spark,Spark,11896.100000000002,18086,4683,1756,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2379.2200000000003
Lacerate,Lacerate,9720.949999999999,16283,5169,1470,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1944.1899999999998
Cobra Lash,Cobra Lash,7029.4,12121,3866,1364,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1405.8799999999999
Awakened Chain Support,Awakened Chain Support,1657.0,2487,727,276,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",414.25
Raise Zombie of Slamming,Raise Zombie of Slamming,1345.05,2681,1021,343,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",269.01
Spark of Unpredictability,Spark of Unpredictability,1519.15,2977,1336,396,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",303.83000000000004
Lightning Trap of Sparking,Lightning Trap of Sparking,1244.85,2500,999,300,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",248.96999999999997
Summon Ice Golem,Summon Ice Golem,16971.15,24261,5422,2095,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3394.2300000000005
Cremation,Cremation,7727.95,12595,3710,1399,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1545.59
Summon Flame Golem,Summon Flame Golem,15805.0,23013,4978,2058,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3161.0
Rejuvenation Totem,Rejuvenation Totem,9570.6,15576,3874,1512,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1914.1200000000001
Summon Raging Spirit,Summon Raging Spirit,16063.25,24348,5122,2157,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3212.65
Splitting Steel of Ammunition,Splitting Steel of Ammunition,1480.5000000000002,2795,910,638,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",296.1
Lightning Arrow,Lightning Arrow,11362.800000000001,17433,4351,1783,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2272.5600000000004
Static Strike,Static Strike,8684.8,13949,3834,1290,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1736.9599999999998
Anger,Anger,12083.95,19116,3778,1928,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2416.79
Flameblast,Flameblast,8616.75,13426,3565,1379,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1723.35
Leap Slam of Groundbreaking,Leap Slam of Groundbreaking,2265.3,4432,1275,722,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",453.06000000000006
Smite,Smite,9786.250000000002,16940,4378,1698,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1957.2500000000005
Pulverise Support,Pulverise Support,7144.200000000002,11408,2668,948,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1428.8400000000004
Shield Crush,Shield Crush,6182.75,11586,4081,1330,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1236.55
Forbidden Rite,Forbidden Rite,6972.000000000002,12410,3876,1430,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1394.4000000000003
Double Strike of Momentum,Double Strike of Momentum,1175.75,2316,739,501,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",235.15
Storm Call,Storm Call,8576.0,13485,3689,1253,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1715.2
Blade Blast,Blade Blast,6560.650000000001,11153,3509,1238,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1312.13
Bloodlust Support,Bloodlust Support,6133.8,9157,2494,895,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1226.76
Cast On Critical Strike Support,Cast On Critical Strike Support,8494.3,12642,3454,1130,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1698.86
Discipline,Discipline,14556.849999999997,22549,3985,1977,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2911.3699999999994
Blade Vortex,Blade Vortex,12192.550000000003,18170,4209,1778,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2438.5100000000007
Void Manipulation Support,Void Manipulation Support,13503.05,20997,4826,1822,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2700.6099999999997
Faster Projectiles Support,Faster Projectiles Support,7842.35,11217,3709,1002,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1568.47
Vicious Projectiles Support,Vicious Projectiles Support,12194.799999999997,17791,4707,1596,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2438.9599999999996
Withering Touch Support,Withering Touch Support,5904.400000000001,9514,2343,916,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1180.88
Summon Skeletons,Summon Skeletons,12255.350000000004,18235,4837,1816,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2451.0700000000006
Summon Skitterbots,Summon Skitterbots,15453.099999999999,27082,5646,2457,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3090.62
Ballista Totem Support,Ballista Totem Support,7282.25,10792,3277,1245,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1456.45
Flame Surge,Flame Surge,8477.7,13822,3759,1321,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1695.5400000000002
Intensify Support,Intensify Support,6378.750000000001,11204,2397,922,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1275.7500000000002
Arctic Armour,Arctic Armour,13554.25,20410,5538,1837,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2710.85
Cast when Stunned Support,Cast when Stunned Support,7295.2,12626,2415,1088,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1459.04
Elemental Focus Support,Elemental Focus Support,16478.100000000002,23575,5671,2036,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3295.6200000000003
Elemental Damage with Attacks Support,Elemental Damage with Attacks Support,23601.800000000003,35272,7546,2466,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4720.360000000001
Ice Spear,Ice Spear,11653.9,17275,4088,1720,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2330.7799999999997
Assassin's Mark,Assassin's Mark,15485.0,24085,5987,1947,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3097.0
Immolate Support,Immolate Support,5711.099999999999,9220,2375,1116,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1142.2199999999998
Lightning Trap,Lightning Trap,8718.6,13772,3650,1431,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1743.72
Swiftbrand Support,Swiftbrand Support,4298.5,7790,2264,717,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",859.7
Added Chaos Damage Support,Added Chaos Damage Support,8515.75,11942,4053,1051,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1703.15
Pierce Support,Pierce Support,11567.349999999999,16702,5728,1582,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2313.47
Heavy Strike,Heavy Strike,10472.950000000003,16216,4872,1516,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2094.5900000000006
Viper Strike,Viper Strike,10446.35,16427,4747,1617,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2089.27
Rolling Magma,Rolling Magma,9905.550000000001,16258,5416,1550,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1981.1100000000001
General's Cry,General's Cry,6562.150000000001,11891,4052,1250,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1312.43
Orb of Storms,Orb of Storms,11957.150000000001,17955,5165,1679,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2391.4300000000003
Bladefall,Bladefall,8814.650000000003,13623,3494,1326,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1762.9300000000007
Critical Strike Affliction Support,Critical Strike Affliction Support,5967.250000000001,9085,2401,969,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1193.4500000000003
Vaal Lightning Warp,Vaal Lightning Warp,602.1,666,556,127,"{'Standard', 'Hardcore'}",301.05
Ice Shot,Ice Shot,11127.650000000001,16545,4356,1723,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2225.53
Siphoning Trap,Siphoning Trap,6945.8,11739,3652,1223,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1389.16
Shockwave Totem,Shockwave Totem,8576.199999999999,13854,3678,1313,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1715.2399999999998
Summon Reaper,Summon Reaper,5533.350000000002,10187,3725,1100,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1106.6700000000005
Summon Lightning Golem,Summon Lightning Golem,16343.700000000003,24048,5060,2082,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3268.7400000000007
Fire Trap,Fire Trap,11730.249999999998,19226,4257,1853,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2346.0499999999997
Malevolence,Malevolence,11150.450000000003,17557,2740,1807,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2230.0900000000006
Dread Banner,Dread Banner,9765.55,14100,2552,1464,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1953.11
Rallying Cry,Rallying Cry,9719.100000000002,15742,4203,1448,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1943.8200000000004
Spell Cascade Support,Spell Cascade Support,7658.000000000001,11840,3003,1260,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1531.6000000000001
Vaal Power Siphon,Vaal Power Siphon,8932.400000000001,13927,5322,1226,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1786.4800000000002
Flame Dash,Flame Dash,20570.100000000002,30590,7744,2666,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4114.02
Storm Brand,Storm Brand,9830.35,15614,4400,1702,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1966.0700000000002
Temporal Chains,Temporal Chains,12029.800000000001,17807,4797,1812,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2405.96
Detonate Mines,Detonate Mines,4755.85,6705,3943,497,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",951.1700000000001
Shock Nova,Shock Nova,8512.650000000001,13579,3759,1287,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1702.5300000000002
Vortex,Vortex,9636.8,14689,3617,1491,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1927.36
Whirling Blades,Whirling Blades,13358.450000000004,20483,5303,1824,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2671.690000000001
Trap and Mine Damage Support,Trap and Mine Damage Support,9734.000000000002,15747,3189,1627,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1946.8000000000004
Melee Physical Damage Support,Melee Physical Damage Support,21795.850000000002,31740,7395,2120,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",4359.17
Lightning Penetration Support,Lightning Penetration Support,11591.95,18258,4128,1406,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2318.3900000000003
Minion Speed Support,Minion Speed Support,9632.2,14155,4140,1481,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1926.44
Cast on Death Support,Cast on Death Support,6566.0,9941,2888,1005,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1313.2
Creeping Frost,Creeping Frost,9028.55,13990,3686,1538,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1805.7099999999998
Awakened Ancestral Call Support,Awakened Ancestral Call Support,1391.8999999999999,2152,640,209,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",347.97499999999997
Minefield Support,Minefield Support,6316.35,10443,2358,835,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1263.27
Intimidating Cry,Intimidating Cry,7440.049999999999,13930,5165,1379,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1488.0099999999998
Storm Rain,Storm Rain,5597.600000000001,10858,3934,1098,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1119.5200000000002
Returning Projectiles Support,Returning Projectiles Support,5726.400000000001,12383,3564,1153,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1145.2800000000002
Vaal Animate Weapon,Vaal Animate Weapon,4012.35,7962,5059,756,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",802.47
Essence Drain of Desperation,Essence Drain of Desperation,992.8499999999999,1985,887,288,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",198.57
Kinetic Bolt of Fragmentation,Kinetic Bolt of Fragmentation,2027.95,3936,1445,706,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",405.59000000000003
Detonate Dead of Chain Reaction,Detonate Dead of Chain Reaction,2688.7000000000003,5094,1713,854,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",537.74
Crushing Fist,Crushing Fist,5589.55,11054,4398,1504,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1117.91
Swift Assembly Support,Swift Assembly Support,6392.2,11015,3571,1183,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1278.44
Efficacy Support,Efficacy Support,11151.950000000003,16552,4107,1858,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2230.3900000000003
Enlighten Support,Enlighten Support,34705.6,48028,12503,3294,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",6941.12
Frost Bomb,Frost Bomb,12315.05,19225,5102,1794,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2463.0099999999998
Knockback Support,Knockback Support,5911.999999999999,8879,2895,970,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1182.3999999999999
Spirit Offering,Spirit Offering,9568.150000000001,15210,3941,1418,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1913.6300000000003
Siege Ballista,Siege Ballista,8866.5,14203,3674,1343,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1773.3
Searing Bond,Searing Bond,8465.35,13227,3685,1287,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1693.0700000000002
Cruelty Support,Cruelty Support,6437.999999999999,12161,3893,1258,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1287.6
Lightning Strike,Lightning Strike,14459.150000000003,26671,5010,2247,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2891.830000000001
Spectral Throw,Spectral Throw,10850.750000000002,16614,4680,1553,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2170.1500000000005
Frost Blades,Frost Blades,10775.2,17632,4757,1651,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2155.04
Raise Spectre,Raise Spectre,18183.3,28535,4702,2456,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3636.66
Feeding Frenzy Support,Feeding Frenzy Support,7429.499999999999,11378,2578,1112,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1485.8999999999999
Summon Carrion Golem,Summon Carrion Golem,12471.599999999999,19205,4147,1951,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2494.3199999999997
Predator Support,Predator Support,5522.1,8639,2307,898,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1104.42
Corrupting Fever,Corrupting Fever,6535.65,11773,3948,1365,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1307.1299999999999
Fist of War Support,Fist of War Support,4994.349999999999,9477,3003,868,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",998.8699999999999
Rage Support,Rage Support,6083.0,10292,2986,1184,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1216.6
Spectral Shield Throw,Spectral Shield Throw,8777.95,15346,4117,1419,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1755.5900000000001
Lesser Multiple Projectiles Support,Lesser Multiple Projectiles Support,12366.500000000004,17529,6962,1519,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2473.3000000000006
Vile Toxins Support,Vile Toxins Support,5352.700000000001,8594,2134,728,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1070.5400000000002
Earthshatter,Earthshatter,7319.1,13809,4466,1295,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1463.8200000000002
Frost Shield,Frost Shield,6613.25,12344,3995,1231,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1322.65
Hydrosphere,Hydrosphere,6786.400000000001,11974,4094,1300,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1357.2800000000002
Vigilant Strike,Vigilant Strike,8677.350000000002,13699,3855,1383,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1735.4700000000005
Vampiric Link,Vampiric Link,4583.65,8834,3683,896,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",916.7299999999999
Overcharge Support,Overcharge Support,3076.2499999999995,5919,2251,653,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",615.2499999999999
Manaforged Arrows Support,Manaforged Arrows Support,4657.0,9230,3503,1283,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",931.4
Flamewood Support,Flamewood Support,2509.7000000000003,5298,2376,691,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",501.94000000000005
Devour Support,Devour Support,2551.8000000000006,5309,2446,702,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",510.3600000000001
Vaal Lightning Arrow,Vaal Lightning Arrow,4294.75,8522,5129,828,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",858.95
Vaal Molten Strike,Vaal Molten Strike,5940.35,12335,5483,1078,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1188.0700000000002
Vaal Ice Shot,Vaal Ice Shot,3922.3999999999996,7868,5079,766,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",784.4799999999999
Vaal Smite,Vaal Smite,3626.3,6954,3526,828,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",725.26
Earthshatter of Prominence,Earthshatter of Prominence,2018.3000000000002,3789,1528,654,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",403.66
Smite of Divine Judgement,Smite of Divine Judgement,2024.6999999999998,3784,1459,655,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",404.93999999999994
Earthquake of Amplification,Earthquake of Amplification,2243.3500000000004,4204,1472,690,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",448.6700000000001
Summon Flame Golem of the Meteor,Summon Flame Golem of the Meteor,1515.2000000000003,2635,1169,622,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",303.0400000000001
Vengeful Cry,Vengeful Cry,3561.9000000000005,8336,4067,852,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",712.3800000000001
Multiple Totems Support,Multiple Totems Support,7557.450000000002,11496,2532,1269,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1511.4900000000002
Glacial Shield Swipe,Glacial Shield Swipe,4789.75,9354,3747,1297,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",957.95
Vaal Lightning Strike,Vaal Lightning Strike,10570.9,18327,3691,1658,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2114.18
Arrow Nova Support,Arrow Nova Support,4293.549999999999,7312,2392,920,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",858.7099999999998
Scorching Ray,Scorching Ray,8938.250000000002,13980,3891,1405,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1787.6500000000003
Greater Multiple Projectiles Support,Greater Multiple Projectiles Support,17016.45,23404,5684,1995,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",3403.29
Split Arrow,Split Arrow,10349.650000000001,15689,4904,1515,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2069.9300000000003
Kinetic Bolt,Kinetic Bolt,6288.399999999999,11243,4050,1246,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1257.6799999999998
Animate Weapon,Animate Weapon,9727.8,14793,3764,1506,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1945.56
Behead Support,Behead Support,3500.1,6484,2133,612,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",875.025
Flamethrower Trap,Flamethrower Trap,6677.649999999999,11337,3500,1165,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1335.5299999999997
Purity of Ice,Purity of Ice,10854.049999999997,15850,3762,1484,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2170.8099999999995
Haste,Haste,13161.099999999999,21131,4222,2052,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2632.22
Poacher's Mark,Poacher's Mark,10617.350000000002,17220,4883,1584,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2123.4700000000003
Glacial Cascade,Glacial Cascade,9376.750000000002,14303,3567,1369,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1875.3500000000004
Point Blank Support,Point Blank Support,5616.55,8430,2582,855,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1123.31
Spell Totem Support,Spell Totem Support,9799.85,13947,4615,1459,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1959.97
Ensnaring Arrow,Ensnaring Arrow,6170.999999999999,10839,3654,1245,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1234.1999999999998
Blink Arrow,Blink Arrow,11510.049999999997,17412,4374,1738,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",2302.0099999999993
Endurance Charge on Melee Stun Support,Endurance Charge on Melee Stun Support,7334.549999999999,11223,3265,1101,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",1466.9099999999999
Generosity Support,Generosity Support,9453.900000000001,14422,3164,1307,"{'Standard', 'Settlers', 'Hardcore', 'Mercenaries'}",2363.4750000000004
Prismatic Burst Support,Prismatic Burst Support,3667.8,7363,3368,888,"{'Hardcore Mercenaries', 'Mercenaries', 'Settlers', 'Standard', 'Hardcore'}",733.5600000000001
